CustomerCode,CountryName,QtyRequired,TotalArea,Amount,ITEM_NAME,QualityName,DesignName,ColorName,ShapeName,AreaFt,AreaMtr
T-2,ITALY,75,0.1749,459,HANDWOVEN,SHAGGY 30C,VEUIL TAPPETO,100 MULTI,REC,1.8958,0.1749
P-5,USA,60,140,34440,KNOTTED,KNOTTED 3/25 30C MS+30C,NUMA,G-1/BROWN,REC,140,12.6
P-5,USA,15,108,6642,KNOTTED,KNOTTED 3/25 30C MS+30C,NUMA,G-1/BROWN,REC,108,9.72
P-5,USA,5,54,1107,KNOTTED,KNOTTED 3/25 30C MS+30C,NUMA,G-1/BROWN,REC,54,4.86
P-5,USA,10,15,615,KNOTTED,KNOTTED 3/25 30C MS+30C,NUMA,G-1/BROWN,REC,15,1.35
P-5,USA,3,6,36.9,KNOTTED,KNOTTED 3/25 30C MS+30C,NUMA,G-1/BROWN,REC,6,0.54
M-2,USA,51,36,4590,HAND TUFTED,TUFTED 60C+10C,WILD ROSE,BLACK,OCTAGON,36,3.3124
M-2,USA,51,36,4590,HAND TUFTED,TUFTED 60C+10C,WILD ROSE,WHEAT,OCTAGON,36,3.3124
M-2,USA,26,40,3640,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,BOMBAY PRINT [8593],MULTI,REC,40,3.6
M-2,USA,26,36,3276,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,BOMBAY PRINT [8593],MULTI,ROUND,36,3.24
M-2,USA,11,80,3080,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,BOMBAY PRINT [8593],MULTI,REC,80,7.2
M-2,USA,102,8.4375,3012.06,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,BOMBAY PRINT [8593],MULTI,REC,8.4375,0.7684
M-2,USA,41,20,2870,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,BOMBAY PRINT [8593],MULTI,REC,20,1.8
M-2,USA,51,15,2677.5,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,BOMBAY PRINT [8593],MULTI,REC,15,1.35
M-2,USA,31,40,1426,DURRY,FLATWOVEN JUTE,IKAT-102,GREY,REC,40,3.6
M-2,USA,31,40,1426,DURRY,FLATWOVEN JUTE,IKAT-103,RED,REC,40,3.6
M-2,USA,203,6,1400.7,DURRY,FLATWOVEN JUTE,IKAT-102,GREY,REC,6,0.54
M-2,USA,203,6,1400.7,DURRY,FLATWOVEN JUTE,IKAT-103,RED,REC,6,0.54
M-2,USA,76,15,1311,DURRY,FLATWOVEN JUTE,IKAT-102,GREY,REC,15,1.35
M-2,USA,76,15,1311,DURRY,FLATWOVEN JUTE,IKAT-103,RED,REC,15,1.35
T-2,ITALY,1,12,852.6,HAND TUFTED,TUFTED 60C SW+VISC5PLY,CHINA,GREY,REC,133.3333,12
C-1,USA,1,180,864,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,180,16.2
C-1,USA,1,140,352.8,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9433],BLUE/IVORY,REC,140,12.6
M-1,USA,150,1.5,562.5,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,CARBON,REC,1.5,0.135
M-1,USA,150,1.5,562.5,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,SAND,REC,1.5,0.135
M-1,USA,150,1.5,562.5,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,NICKEL,REC,1.5,0.135
M-1,USA,5,108,864,HANDWOVEN,SHAGGY 60C 2PLY+PET YARN 2PLY,MOROCCAN SOLID,W.WHITE,REC,108,9.72
M-1,USA,8,54,691.2,HANDWOVEN,SHAGGY 60C 2PLY+PET YARN 2PLY,MOROCCAN SOLID,W.WHITE,REC,54,4.86
M-1,USA,4,80,496,HANDWOVEN,SHAGGY 60C,MOROCCAN DIAMOND,CHARCOAL,REC,80,7.2
M-1,USA,4,54,421.2,HANDWOVEN,SHAGGY 30C MS+30C HS,SPESSO SHAG [CHEVRON],BLUE/GREEN,REC,54,4.86
M-1,USA,6,40,384,HANDWOVEN,SHAGGY 60C 2PLY+PET YARN 2PLY,MOROCCAN SOLID,CHARCOAL,REC,40,3.6
M-1,USA,4,40,320,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,DUSTY ROSE,REC,40,3.6
M-1,USA,3,40,240,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,TAUPE/IVORY,REC,40,3.6
M-1,USA,25,1.5,73.125,HANDWOVEN,SHAGGY 30C MS+30C HS,SPESSO SHAG [CHEVRON],BLUE/GREEN,REC,1.5,0.135
M-1,USA,25,1.5,60,HANDWOVEN,SHAGGY 60C 2PLY+PET YARN 2PLY,MOROCCAN SOLID,NAVY,REC,1.5,0.135
T-2,ITALY,2,6,588,HAND TUFTED,TUFTED 60C SW+VISC5PLY,CHINA,GREY,REC,64.7361,6
T-2,ITALY,1,4.08,199.92,HAND TUFTED,TUFTED 60C SW+VISC5PLY,CHINA,GREY,REC,43.7361,4.08
PC,USA,10,102.8125,4523.75,HAND TUFTED,TUFTED 30C,SWT-7A [PUEBLO],RED,REC,102.8125,9.5228
PC,USA,8,102.8125,3619,HAND TUFTED,TUFTED 30C,SWT-2B [TAOS],BROWN/TURQUISE,REC,102.8125,9.5228
PC,USA,10,80,3520,HAND TUFTED,TUFTED 30C,SWT-3A [GATE KEEPER],BEIGE,REC,80,7.2
PC,USA,14,54,3326.4,HAND TUFTED,TUFTED 30C,SWT-7A [PUEBLO],RED,REC,54,4.86
PC,USA,8,80,2816,HAND TUFTED,TUFTED 30C,SWT-7A [PUEBLO],RED,REC,80,7.2
PC,USA,10,54,2376,HAND TUFTED,TUFTED 30C,SWT-3D [GATE KEEPER],BROWN/TURQUISE,REC,54,4.86
PC,USA,14,35,2156,HAND TUFTED,TUFTED 30C,SWT-3B [GATE KEEPER],RED,REC,35,3.15
PC,USA,6,80,2112,HAND TUFTED,TUFTED 30C,SWT-1A [SAN MIGUEL],CHARCOAL,REC,80,7.2
PC,USA,20,24,2112,HAND TUFTED,TUFTED 30C,SWT-3B [GATE KEEPER],RED,REC,24,2.16
PC,USA,20,24,2112,HAND TUFTED,TUFTED 30C,SWT-7A [PUEBLO],RED,REC,24,2.16
PC,USA,12,35,1848,HAND TUFTED,TUFTED 30C,SWT-7A [PUEBLO],RED,REC,35,3.15
PC,USA,4,102.8125,1809.5,HAND TUFTED,TUFTED 30C,SWT-1A [SAN MIGUEL],CHARCOAL,REC,102.8125,9.5228
PC,USA,6,54,1425.6,HAND TUFTED,TUFTED 30C,SWT-2B [TAOS],BROWN/TURQUISE,REC,54,4.86
PC,USA,8,35,1232,HAND TUFTED,TUFTED 30C,SWT-3A [GATE KEEPER],BEIGE,REC,35,3.15
PC,USA,8,24,844.8,HAND TUFTED,TUFTED 30C,SWT-1A [SAN MIGUEL],CHARCOAL,REC,24,2.16
PC,USA,4,35,616,HAND TUFTED,TUFTED 30C,SWT-1A [SAN MIGUEL],CHARCOAL,REC,35,3.15
M-1,USA,35,108,15498,KNOTTED,KNOTTED 3/25 30C HS,DOUBLE DIAMOND,SILVER,REC,108,9.72
M-1,USA,19,140,10906,KNOTTED,KNOTTED 3/25 30C HS,DOUBLE DIAMOND,SILVER,REC,140,12.6
M-1,USA,50,54,9720,KNOTTED,KNOTTED 3/25 60C PET+NYLON,OD DOUBLE DIAMOND,IVORY/FOG,REC,54,4.86
M-1,USA,48,54,9331.2,KNOTTED,KNOTTED 3/25 60C PET+NYLON,OD DOUBLE DIAMOND,SILVER/FOG,REC,54,4.86
M-1,USA,16,140,8736,KNOTTED,KNOTTED 3/25 30C HS,DOUBLE DIAMOND,GREY,REC,140,12.6
M-1,USA,18,108,6998.4,KNOTTED,KNOTTED 3/25 60C PET+NYLON,OD DOUBLE DIAMOND,IVORY/FOG,REC,108,9.72
M-1,USA,15,108,5832,KNOTTED,KNOTTED 3/25 60C PET+NYLON,OD DOUBLE DIAMOND,SILVER/FOG,REC,108,9.72
M-1,USA,19,80,5472,KNOTTED,KNOTTED 3/25 60C PET+NYLON,OD DOUBLE DIAMOND,IVORY/FOG,REC,80,7.2
M-1,USA,40,54,5400,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,NICKEL,REC,54,4.86
M-1,USA,10,140,5040,KNOTTED,KNOTTED 3/25 60C PET+NYLON,OD DOUBLE DIAMOND,IVORY/FOG,REC,140,12.6
M-1,USA,16,80,4608,KNOTTED,KNOTTED 3/25 60C PET+NYLON,OD DOUBLE DIAMOND,SILVER/FOG,REC,80,7.2
M-1,USA,13,108,4563,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,PLAT/CREAM,REC,108,9.72
M-1,USA,8,140,4032,KNOTTED,KNOTTED 3/25 60C PET+NYLON,OD DOUBLE DIAMOND,SILVER/FOG,REC,140,12.6
M-1,USA,7,108,2948.4,KNOTTED,KNOTTED 3/25 30C HS,DOUBLE DIAMOND,GREY,REC,108,9.72
M-1,USA,7,80,2576,KNOTTED,KNOTTED 3/12 60C+VISCOSE,DIAMOND,SILVER,REC,80,7.2
M-1,USA,7,108,2494.8,HANDWOVEN,SHAGGY 30C MS+30C HS,NOURA PILE [MOROCCAN] ,IVORY,REC,108,9.72
M-1,USA,4,140,2100,DOUBLE BACK,D.B. LEFA VISCOSE+VISCOSE 5PLY,CHECKERD VISCOSE,SILVER,REC,140,12.6
M-1,USA,3,140,1932,KNOTTED,KNOTTED 3/12 60C+VISCOSE,DIAMOND,IVORY,REC,140,12.6
M-1,USA,6,80,1872,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PRAIR,REC,80,7.2
M-1,USA,5,108,1728,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,GREY,REC,108,9.72
M-1,USA,3,108,1474.2,DOUBLE BACK,D.B. LEFA VISCOSE,PLAIN,SKY,REC,108,9.72
M-1,USA,3,140,1323,HANDWOVEN,SHAGGY 30C MS+30C HS,NOURA PILE [MOROCCAN] ,TAUPE,REC,140,12.6
M-1,USA,2,180,1296,KNOTTED,KNOTTED 3/25 60C PET+NYLON,OD DOUBLE DIAMOND,SILVER/FOG,REC,180,16.2
M-1,USA,2,180,1296,KNOTTED,KNOTTED 3/25 60C PET+NYLON,OD DOUBLE DIAMOND,IVORY/FOG,REC,180,16.2
M-1,USA,2,180,1152,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,GRAPHITE,REC,180,16.2
M-1,USA,3,108,1053,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/CREAM,REC,108,9.72
M-1,USA,175,1.5,945,KNOTTED,KNOTTED 3/25 60C PET+NYLON,OD DOUBLE DIAMOND,SILVER/FOG,REC,1.5,0.135
M-1,USA,175,1.5,945,KNOTTED,KNOTTED 3/25 60C PET+NYLON,OD DOUBLE DIAMOND,IVORY/FOG,REC,1.5,0.135
M-1,USA,2,108,918,HANDWOVEN,SHAGGY 00C FELTED V/V,CHUNKY BRAID,TAUPE,REC,108,9.72
M-1,USA,2,140,896,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,GREY,REC,140,12.6
M-1,USA,1,180,819,DOUBLE BACK,D.B. LEFA VISCOSE,PLAIN,SKY,REC,180,16.2
M-1,USA,6,108,712.8,DURRY,FLATWOVEN PET YARN,HEATHERED,BLUE/18-19,REC,108,9.72
M-1,USA,4,54,702,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,PLAT/CREAM,REC,54,4.86
M-1,USA,1,180,702,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,CREAM,REC,180,16.2
M-1,USA,2,80,656,KNOTTED,KNOTTED 3/25 30C HS,MOROCCAN ZIGZAG,SILVER,REC,80,7.2
M-1,USA,1,140,637,DOUBLE BACK,D.B. LEFA VISCOSE,PLAIN,SKY,REC,140,12.6
M-1,USA,1,140,595,HANDWOVEN,SHAGGY 00C FELTED V/V,CHUNKY BRAID,TAUPE,REC,140,12.6
M-1,USA,3,180,594,DURRY,FLATWOVEN PET YARN+PVC,HEATHERED,FOG/9-19,REC,180,16.2
M-1,USA,1,180,585,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,MOCHA/BLACK,REC,180,16.2
M-1,USA,4,35,546,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,GREY,REC,35,3.15
M-1,USA,1,140,546,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PRAIR,REC,140,12.6
M-1,USA,2,80,520,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,PLAT/CREAM,REC,80,7.2
M-1,USA,4,35,504,KNOTTED,KNOTTED 3/25 60C PET+NYLON,OD DOUBLE DIAMOND,SILVER/FOG,REC,35,3.15
M-1,USA,4,35,504,KNOTTED,KNOTTED 3/25 60C PET+NYLON,OD DOUBLE DIAMOND,IVORY/FOG,REC,35,3.15
M-1,USA,2,100,500,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,CARBON,SQUARE,100,9.2416
M-1,USA,2,100,500,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,SAND,SQUARE,100,9.2416
M-1,USA,2,100,500,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,NICKEL,SQUARE,100,9.2416
M-1,USA,1,140,448,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,SAND,REC,140,12.6
M-1,USA,2,54,432,JACQUARD,JACQUARD 60C 2PLY+VISCOSE 8PLY,GALON,SILVER,REC,54,4.86
M-1,USA,1,108,421.2,KNOTTED,KNOTTED 3/25 30C HS,DOUBLE DIAMOND,GREY/WHITE,REC,108,9.72
M-1,USA,2,54,378,HANDWOVEN,SHAGGY 30C MS+30C HS,NOURA PILE [MOROCCAN] ,IRON,REC,54,4.86
M-1,USA,2,35,280,JACQUARD,JACQUARD 60C 2PLY+VISCOSE 8PLY,GRECO,CHARCOAL,REC,35,3.15
M-1,USA,1,80,256,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,GRAPHITE,REC,80,7.2
M-1,USA,3,24.75,237.6,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,IVORY,REC,24.75,2.241
M-1,USA,2,35,227.5,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,PLAT/CREAM,REC,35,3.15
M-1,USA,2,35,224,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,GREY,REC,35,3.15
M-1,USA,1,54,216,JACQUARD,JACQUARD 60C 2PLY+VISCOSE 8PLY,GRECO,CHARCOAL,REC,54,4.86
M-1,USA,2,24.75,193.05,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,GREY,REC,24.75,2.241
M-1,USA,2,24.75,178.2,KNOTTED,KNOTTED 3/25 60C PET+NYLON,OD DOUBLE DIAMOND,SILVER/FOG,REC,24.75,2.241
M-1,USA,2,24.75,178.2,KNOTTED,KNOTTED 3/25 60C PET+NYLON,OD DOUBLE DIAMOND,IVORY/FOG,REC,24.75,2.241
M-1,USA,1,54,175.5,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,MOCHA/BLACK,REC,54,4.86
M-1,USA,2,35,175,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,CARBON,REC,35,3.15
M-1,USA,2,35,175,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,SAND,REC,35,3.15
M-1,USA,2,35,175,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,NICKEL,REC,35,3.15
M-1,USA,1,54,172.8,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,GRAPHITE,REC,54,4.86
M-1,USA,2,24.75,123.75,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,CARBON,REC,24.75,2.241
M-1,USA,2,24.75,123.75,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,SAND,REC,24.75,2.241
M-1,USA,2,24.75,123.75,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,NICKEL,REC,24.75,2.241
M-1,USA,3,35,115.5,DURRY,FLATWOVEN PET YARN+PVC,HEATHERED,FOG/9-19,REC,35,3.15
M-1,USA,1,35,113.75,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,MOCHA/BLACK,REC,35,3.15
M-1,USA,1,24.75,79.2,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,GRAPHITE,REC,24.75,2.241
M-1,USA,1,54,59.4,DURRY,FLATWOVEN PET YARN,HEATHERED,BLUE/18-19,REC,54,4.86
M-1,USA,1,35,38.5,DURRY,FLATWOVEN PET YARN,HEATHERED,BLUE/18-19,REC,35,3.15
I-2,ROMANIA,2,8.75,630,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,GREY,REC,93.2361,8.75
P-5,USA,10,64,2624,KNOTTED,KNOTTED 3/25 30C MS+30C,NUMA,G-1/BROWN,ROUND,64,5.76
P-5,USA,3,6,73.8,KNOTTED,KNOTTED 3/25 30C MS+30C,NUMA,G-1/BROWN,REC,6,0.54
P-5,USA,15,64,3936,KNOTTED,KNOTTED 3/25 30C MS+30C HS,MASINISSA [TRIBAL],NATURAL G-1/G-2,ROUND,64,5.76
P-5,USA,3,6,73.8,KNOTTED,KNOTTED 3/25 30C MS+30C HS,MASINISSA [TRIBAL],NATURAL G-1/G-2,REC,6,0.54
P-5,USA,10,64,2624,KNOTTED,KNOTTED 3/25 30C MS+30C,MASSENA,G-1/BLUE,ROUND,64,5.76
P-5,USA,3,6,73.8,KNOTTED,KNOTTED 3/25 30C MS+30C,MASSENA,G-1/BLUE,REC,6,0.54
P-5,USA,14,64,3673.6,KNOTTED,KNOTTED 3/25 30C MS+30C HS,CITRA [TIKKI],G-1/GRAPHITE,ROUND,64,5.76
P-5,USA,3,6,73.8,KNOTTED,KNOTTED 3/25 30C MS+30C HS,CITRA [TIKKI],G-1/GRAPHITE,REC,6,0.54
P-5,USA,18,80,5040,HANDWOVEN,SHAGGY 0C FELTED,GREY,MULTI,REC,80,7.2
P-5,USA,7,140,3430,HANDWOVEN,SHAGGY 0C FELTED,GREY,MULTI,REC,140,12.6
P-5,USA,300,3,3150,HANDWOVEN,SHAGGY 0C FELTED,GREY,MULTI,REC,3,0.27
P-5,USA,13,40,1820,HANDWOVEN,SHAGGY 0C FELTED,GREY,MULTI,REC,40,3.6
P-5,USA,18,15,945,HANDWOVEN,SHAGGY 0C FELTED,GREY,MULTI,REC,15,1.35
P-5,USA,40,6,840,HANDWOVEN,SHAGGY 0C FELTED,GREY,MULTI,REC,6,0.54
P-5,USA,10,20,700,HANDWOVEN,SHAGGY 0C FELTED,GREY,MULTI,REC,20,1.8
P-5,USA,12,1.5,63,HANDWOVEN,SHAGGY 0C FELTED,GREY,MULTI,REC,1.5,0.135
P-5,USA,3,6,63,HANDWOVEN,SHAGGY 0C FELTED,GREY,MULTI,REC,6,0.54
M-1,USA,29,108,7830,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,NICKEL,REC,108,9.72
M-1,USA,32,80,6400,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,NICKEL,REC,80,7.2
M-1,USA,17,140,5950,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,NICKEL,REC,140,12.6
M-1,USA,14,108,3780,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,CARBON,REC,108,9.72
M-1,USA,15,80,3000,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,CARBON,REC,80,7.2
M-1,USA,8,140,2800,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,CARBON,REC,140,12.6
M-1,USA,17,54,2295,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,NICKEL,REC,54,5.0142
M-1,USA,8,108,2160,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,SAND,REC,108,9.72
M-1,USA,8,80,1600,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,SAND,REC,80,7.2
M-1,USA,4,140,1400,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,SAND,REC,140,12.6
M-1,USA,8,54,1080,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,CARBON,REC,54,5.0142
M-1,USA,2,180,900,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,CARBON,REC,180,16.2
M-1,USA,2,180,900,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,SAND,REC,180,16.2
M-1,USA,2,180,900,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,NICKEL,REC,180,16.2
M-1,USA,4,54,540,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,SAND,REC,54,5.0142
M-1,USA,25,1.5,93.75,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,CARBON,REC,1.5,0.135
M-1,USA,25,1.5,93.75,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,SAND,REC,1.5,0.135
M-1,USA,25,1.5,93.75,DOUBLE BACK,D.B. PET YARN 60C,NAHLA,NICKEL,REC,1.5,0.135
C-1,USA,1,131.25,652.3125,HANDWOVEN,SHAGGY 0C FELTED,VER-1,IVORY/MULTI,REC,131.25,12.1562
T-2,ITALY,10,3.24,2170.8,HAND TUFTED,TUFTED 60C,VIGEVANO TAPPETO,100 MULTI,ROUND,36,3.24
T-2,ITALY,3,6,1146.6,HAND TUFTED,TUFTED 60C SW+VISC5PLY,CHINA,GREY,REC,64.7361,6
T-2,ITALY,3,6,1080,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,CHEVRON,4030,REC,64.7361,6
T-2,ITALY,3,6,1080,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,CHEVRON,620,REC,64.7361,6
T-2,ITALY,3,6,1080,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,CHEVRON,3333,REC,64.7361,6
T-2,ITALY,3,6,1080,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,CHEVRON,4040,REC,64.7361,6
T-2,ITALY,3,6,1053,GUN TUFTED,GUN TUFTED 60C ALL LOOP,VALDIVIA TAPPETO,601 NERO/BIANCO,REC,64.7361,6
T-2,ITALY,3,6,819,HANDWOVEN,SHAGGY 30C,VEUIL TAPPETO,100 MULTI,REC,64.7361,6
T-2,ITALY,3,4.08,779.7,HAND TUFTED,TUFTED 60C SW+VISC5PLY,CHINA,GREY,REC,43.7361,4.08
T-2,ITALY,3,4.08,734.4,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,CHEVRON,4030,REC,43.7361,4.08
T-2,ITALY,3,4.08,734.4,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,CHEVRON,620,REC,43.7361,4.08
T-2,ITALY,3,4.08,734.4,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,CHEVRON,3333,REC,43.7361,4.08
T-2,ITALY,3,4.08,734.4,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,CHEVRON,4040,REC,43.7361,4.08
T-2,ITALY,3,4.08,716.04,GUN TUFTED,GUN TUFTED 60C ALL LOOP,VALDIVIA TAPPETO,601 NERO/BIANCO,REC,43.7361,4.08
T-2,ITALY,3,4.08,556.92,HANDWOVEN,SHAGGY 30C,VEUIL TAPPETO,100 MULTI,REC,43.7361,4.08
T-6,USA,57,80,6840,HAND TUFTED,TUFTED 60C ALL LOOP,HUDSON [9572],IVORY MEDALLION,REC,80,7.2
T-6,USA,57,80,6840,HAND TUFTED,TUFTED 60C ALL LOOP,HUDSON [9592],IVORY BORDER,REC,80,7.2
T-6,USA,57,80,6840,HAND TUFTED,TUFTED 60C ALL LOOP,HUDSON [9245],BLUE DIAMOND,REC,80,7.2
T-6,USA,57,80,6840,HAND TUFTED,TUFTED 60C ALL LOOP,HUDSON [9761],GREY BORDER,REC,80,7.2
T-6,USA,110,40,6600,HAND TUFTED,TUFTED 60C ALL LOOP,HUDSON [9572],IVORY MEDALLION,REC,40,3.6
T-6,USA,110,40,6600,HAND TUFTED,TUFTED 60C ALL LOOP,HUDSON [9592],IVORY BORDER,REC,40,3.6
T-6,USA,110,40,6600,HAND TUFTED,TUFTED 60C ALL LOOP,HUDSON [9245],BLUE DIAMOND,REC,40,3.6
T-6,USA,110,40,6600,HAND TUFTED,TUFTED 60C ALL LOOP,HUDSON [9761],GREY BORDER,REC,40,3.6
T-6,USA,30,40,1800,HAND TUFTED,TUFTED 60C ALL LOOP,HUDSON [9572],IVORY MEDALLION,REC,40,3.6
T-6,USA,30,40,1800,HAND TUFTED,TUFTED 60C ALL LOOP,HUDSON [9592],IVORY BORDER,REC,40,3.6
T-6,USA,30,40,1800,HAND TUFTED,TUFTED 60C ALL LOOP,HUDSON [9245],BLUE DIAMOND,REC,40,3.6
T-6,USA,30,40,1800,HAND TUFTED,TUFTED 60C ALL LOOP,HUDSON [9761],GREY BORDER,REC,40,3.6
T-6,USA,13,80,1560,HAND TUFTED,TUFTED 60C ALL LOOP,HUDSON [9572],IVORY MEDALLION,REC,80,7.2
T-6,USA,13,80,1560,HAND TUFTED,TUFTED 60C ALL LOOP,HUDSON [9592],IVORY BORDER,REC,80,7.2
T-6,USA,13,80,1560,HAND TUFTED,TUFTED 60C ALL LOOP,HUDSON [9245],BLUE DIAMOND,REC,80,7.2
T-6,USA,13,80,1560,HAND TUFTED,TUFTED 60C ALL LOOP,HUDSON [9761],GREY BORDER,REC,80,7.2
P-5,USA,25,140,12250,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC,140,12.6
P-5,USA,30,80,8400,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC,80,7.2
P-5,USA,50,3,525,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC,3,0.27
P-5,USA,5,20,350,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC,20,1.8
P-5,USA,5,15,262.5,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC,15,1.35
P-5,USA,3,6,63,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC,6,0.54
P-5,USA,30,80,3840,DURRY,FLATWOVEN JUTE,JACINTO,FRENCH BLUE,REC,80,7.2
P-5,USA,15,140,3360,DURRY,FLATWOVEN JUTE,JACINTO,FRENCH BLUE,REC,140,12.6
P-5,USA,50,3,240,DURRY,FLATWOVEN JUTE,JACINTO,FRENCH BLUE,REC,3,0.27
P-5,USA,3,6,28.8,DURRY,FLATWOVEN JUTE,JACINTO,FRENCH BLUE,REC,6,0.54
JL,UK,100,4.08,9588,HAND TUFTED,TUFTED 60C+10C,CADIZ [9433],BLUE,REC,43.7361,4.08
JL,UK,40,4.08,6152.64,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC,43.7361,4.08
JL,UK,40,4.08,6120,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,CHARCOAL,REC,43.7361,4.08
JL,UK,30,4.08,4590,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,IVORY-JL,REC,43.7361,4.08
JL,UK,40,4.08,3835.2,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,EDIE [9277],CREAM,REC,43.7361,4.08
JL,UK,40,2.16,3240,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,CHARCOAL,REC,24,2.16
